"","term","ASV","mean","support","supportNeg","signif","sign","CS1","kingdom","phylum","class","order","family","genus","species","model"
"526","(Intercept)","ASV_26",-2.16845704038907,0.00025,0.99975,TRUE,"negative"," 0.8483543","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales",NA,NA,NA,"Presence"
"527","(Intercept)","ASV_2158",-2.15883187545233,0.01425,0.98575,TRUE,"negative","-6.2997601","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metarhizium","s__carneum","Presence"
"528","(Intercept)","ASV_17",-2.15190360586601,0.00225,0.99775,TRUE,"negative","-6.6944031","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"529","(Intercept)","ASV_1364",-2.14791137444792,0.02125,0.97875,TRUE,"negative","-6.6847532","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"530","(Intercept)","ASV_1305",-2.14686663793269,0.00825,0.99175,TRUE,"negative","-4.7577304","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"531","(Intercept)","ASV_807",-2.14583245035342,0.0105,0.9895,TRUE,"negative","-4.0377303","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis",NA,"Presence"
"532","(Intercept)","ASV_506",-2.14232093190613,0.021,0.979,TRUE,"negative","-5.7050418","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"533","(Intercept)","ASV_223",-2.13779877816428,0.007,0.993,TRUE,"negative","-1.5526298","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Platygloeales",NA,NA,NA,"Presence"
"534","(Intercept)","ASV_814",-2.1332351838105,0.016,0.984,TRUE,"negative","-4.4427794","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales","f__Acaulosporaceae",NA,NA,"Presence"
"535","(Intercept)","ASV_1543",-2.13282026640728,0.01275,0.98725,TRUE,"negative","-1.6002946","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"536","(Intercept)","ASV_64",-2.1316781973774,0.02725,0.97275,TRUE,"negative","-6.3444794","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,"Presence"
"537","(Intercept)","ASV_252",-2.11779559727705,0.01625,0.98375,TRUE,"negative"," 0.9379174","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,"Presence"
"538","(Intercept)","ASV_3577",-2.11468853479249,0.01175,0.98825,TRUE,"negative","-4.7400265","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"539","(Intercept)","ASV_854",-2.11117946771469,0.01925,0.98075,TRUE,"negative","-4.7047541","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum","Presence"
"540","(Intercept)","ASV_978",-2.10356529598699,0.01075,0.98925,TRUE,"negative"," 0.9489445","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA,"Presence"
"541","(Intercept)","ASV_812",-2.10122580089479,0.007,0.993,TRUE,"negative","-4.6739164","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Diversisporales",NA,NA,NA,"Presence"
"542","(Intercept)","ASV_52",-2.09809393912892,0.04325,0.95675,TRUE,"negative","-6.3447930","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"543","(Intercept)","ASV_1450",-2.09206572677425,0.0045,0.9955,TRUE,"negative","-6.3692740","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Curvularia",NA,"Presence"
"544","(Intercept)","ASV_1396",-2.08964443118113,0.00775,0.99225,TRUE,"negative","-4.7398231","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"545","(Intercept)","ASV_1513",-2.07562369124401,0.02825,0.97175,TRUE,"negative","-1.6031096","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,"Presence"
"546","(Intercept)","ASV_60",-2.07187525283799,0.0175,0.9825,TRUE,"negative","-1.5321482","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"547","(Intercept)","ASV_1864",-2.0676950367675,0.022,0.978,TRUE,"negative","-5.5889239","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Eurotiales","f__Trichocomaceae","g__Talaromyces",NA,"Presence"
"548","(Intercept)","ASV_394",-2.06570554935418,0.016,0.984,TRUE,"negative","-4.6328591","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Rhizophydiales_fam_Incertae_sedis","g__Operculomyces","s__laminatus","Presence"
"549","(Intercept)","ASV_35",-2.06221038732463,0.006,0.994,TRUE,"negative"," 5.8273332","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Clavaria","s__falcata","Presence"
"550","(Intercept)","ASV_301",-2.04869871015602,0.01475,0.98525,TRUE,"negative","-5.8578576","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA,"Presence"
"551","(Intercept)","ASV_1662",-2.04686998278556,0.0095,0.9905,TRUE,"negative","-4.6418777","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus","s__viscosum","Presence"
"552","(Intercept)","ASV_1156",-2.03930928499265,0.0215,0.9785,TRUE,"negative","-4.7215876","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__indicum","Presence"
"553","(Intercept)","ASV_406",-2.02745544138649,0.0395,0.9605,TRUE,"negative","-1.6447080","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__penniseticola","Presence"
"554","(Intercept)","ASV_820",-2.02039041535441,0.02775,0.97225,TRUE,"negative"," 1.0270906","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales",NA,NA,NA,"Presence"
"555","(Intercept)","ASV_4350",-2.01531088971264,0.00625,0.99375,TRUE,"negative","-3.9855260","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Cunninghamella","s__elegans","Presence"
"556","(Intercept)","ASV_713",-2.004890055599,0.01925,0.98075,TRUE,"negative","-4.7395368","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"557","(Intercept)","ASV_1052",-2.00415454182605,0.0385,0.9615,TRUE,"negative","-4.7402399","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"558","(Intercept)","ASV_3360",-1.99812788253083,0.004,0.996,TRUE,"negative","-5.4441183","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"559","(Intercept)","ASV_624",-1.99038606715204,0.0395,0.9605,TRUE,"negative","-6.7173971","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"560","(Intercept)","ASV_217",-1.98650272120315,0.04425,0.95575,TRUE,"negative","-6.6859522","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"561","(Intercept)","ASV_666",-1.98276005136836,0.00525,0.99475,TRUE,"negative","-6.7266536","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"562","(Intercept)","ASV_741",-1.95890242594012,0.0125,0.9875,TRUE,"negative","-4.7548065","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus",NA,"Presence"
"563","(Intercept)","ASV_2930",-1.94575463684033,0.0145,0.9855,TRUE,"negative","-4.3855604","k__Fungi","p__Glomeromycota","c__Glomeromycetes",NA,NA,NA,NA,"Presence"
"564","(Intercept)","ASV_4145",-1.93472557025546,0.01875,0.98125,TRUE,"negative","-5.1003594","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"565","(Intercept)","ASV_1787",-1.9312439213903,0.0085,0.9915,TRUE,"negative","-5.1007713","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"566","(Intercept)","ASV_2604",-1.92728292710548,0.0045,0.9955,TRUE,"negative","-4.4417074","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales",NA,NA,NA,"Presence"
"567","(Intercept)","ASV_3710",-1.92216577881674,0.0135,0.9865,TRUE,"negative","-5.5617684","k__Fungi","p__Ascomycota","c__Orbiliomycetes",NA,NA,NA,NA,"Presence"
"568","(Intercept)","ASV_2346",-1.91798889963837,0.04575,0.95425,TRUE,"negative","-4.6381811","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Dominikia",NA,"Presence"
"569","(Intercept)","ASV_885",-1.91156369970968,0.0235,0.9765,TRUE,"negative","14.2332037","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
"570","(Intercept)","ASV_1645",-1.9021310369349,0.022,0.978,TRUE,"negative","-4.7401983","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"571","(Intercept)","ASV_927",-1.89724996923153,0.04825,0.95175,TRUE,"negative","-6.3332428","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae","Presence"
"572","(Intercept)","ASV_472",-1.89684975501941,0.013,0.987,TRUE,"negative","-4.3106176","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"573","(Intercept)","ASV_2050",-1.89649867469374,0.02275,0.97725,TRUE,"negative","-5.1011857","k__Fungi","p__Chytridiomycota",NA,NA,NA,NA,NA,"Presence"
"574","(Intercept)","ASV_250",-1.89484274749064,0.03825,0.96175,TRUE,"negative","-4.7408149","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"575","(Intercept)","ASV_960",-1.88985041978453,0.027,0.973,TRUE,"negative","-4.6406629","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Septoglomus",NA,"Presence"
"576","(Intercept)","ASV_368",-1.88396464838392,0.0445,0.9555,TRUE,"negative","-1.5322502","k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata","Presence"
"577","(Intercept)","ASV_1666",-1.8826821710659,0.0365,0.9635,TRUE,"negative","-4.7404286","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"578","(Intercept)","ASV_1500",-1.87911352239835,0.01725,0.98275,TRUE,"negative","-4.2139214","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__occultum","Presence"
"579","(Intercept)","ASV_1915",-1.87855272561207,0.02225,0.97775,TRUE,"negative","-3.8916030","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"580","(Intercept)","ASV_1537",-1.87537310565723,0.001,0.999,TRUE,"negative","-4.4511606","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"581","(Intercept)","ASV_678",-1.86184976476382,0.017,0.983,TRUE,"negative","-5.6780633","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__elongata","Presence"
"582","(Intercept)","ASV_22",-1.85787971276923,0.0165,0.9835,TRUE,"negative","-6.3540907","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"583","(Intercept)","ASV_246",-1.85779125047911,0.04425,0.95575,TRUE,"negative","-6.6854488","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,"Presence"
"584","(Intercept)","ASV_4",-1.85494471077492,0.042,0.958,TRUE,"negative","-5.9401444","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,"Presence"
"585","(Intercept)","ASV_220",-1.85200270525199,0.00575,0.99425,TRUE,"negative","-5.5079651","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__alpina","Presence"
"586","(Intercept)","ASV_443",-1.85019908843065,0.00375,0.99625,TRUE,"negative","-1.6893422","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Piskurozymaceae","g__Solicoccozyma","s__terricola","Presence"
"587","(Intercept)","ASV_600",-1.84907036223673,0.04825,0.95175,TRUE,"negative","-6.3523169","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,"Presence"
"588","(Intercept)","ASV_1805",-1.84559558077728,0.023,0.977,TRUE,"negative","-4.7034055","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","g__Glomus","s__macrocarpum","Presence"
"589","(Intercept)","ASV_4392",-1.84527549923916,0.01725,0.98275,TRUE,"negative","-4.0134118","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","g__Umbelopsis","s__vinacea","Presence"
"590","(Intercept)","ASV_961",-1.84476887144758,0.02725,0.97275,TRUE,"negative","-1.2579809","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA,"Presence"
"591","(Intercept)","ASV_1214",-1.83773460620147,0.0065,0.9935,TRUE,"negative"," 0.9533013","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Cantharellales_fam_Incertae_sedis",NA,NA,"Presence"
"592","(Intercept)","ASV_1026",-1.83701332317875,0.00525,0.99475,TRUE,"negative","-6.3657645","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae",NA,NA,"Presence"
"593","(Intercept)","ASV_519",-1.83692992458367,0.002,0.998,TRUE,"negative","-3.8827382","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11",NA,NA,NA,"Presence"
"594","(Intercept)","ASV_1165",-1.83388400774687,0.01525,0.98475,TRUE,"negative","-4.4187414","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Powellomyces",NA,"Presence"
"595","(Intercept)","ASV_1802",-1.821002646131,0.0105,0.9895,TRUE,"negative","-4.4236974","k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__punctatus","Presence"
"596","(Intercept)","ASV_4694",-1.81238619113455,0.0235,0.9765,TRUE,"negative","-4.2877167","k__Fungi","p__Chytridiomycota","c__Lobulomycetes","o__Lobulomycetales","f__Lobulomycetaceae","g__Lobulomyces","s__poculatus","Presence"
"597","(Intercept)","ASV_63",-1.80894145570101,0.01975,0.98025,TRUE,"negative"," 5.6673979","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae",NA,NA,"Presence"
"598","(Intercept)","ASV_2539",-1.80158348545124,0.009,0.991,TRUE,"negative","-4.4516906","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae",NA,NA,"Presence"
"599","(Intercept)","ASV_3323",-1.80012181640762,0.011,0.989,TRUE,"negative","-6.6337823","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"600","(Intercept)","ASV_521",-1.79972343473637,0.00325,0.99675,TRUE,"negative","-3.9960854","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Mucoraceae","g__Mucor","s__moelleri","Presence"
"601","(Intercept)","ASV_58",-1.79731781627795,0.03175,0.96825,TRUE,"negative","-6.3442467","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,"Presence"
"602","(Intercept)","ASV_8",-1.79407046692736,0.02975,0.97025,TRUE,"negative"," 5.3139500","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Delicatula","s__integrella","Presence"
"603","(Intercept)","ASV_1690",-1.79006821029555,0.0255,0.9745,TRUE,"negative","-6.6362274","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"604","(Intercept)","ASV_999",-1.78813879400066,0.03125,0.96875,TRUE,"negative","-4.7371902","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"605","(Intercept)","ASV_84",-1.78793745465515,0.04175,0.95825,TRUE,"negative"," 1.1471425","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Vararia",NA,"Presence"
"606","(Intercept)","ASV_1124",-1.78692274207613,0.02525,0.97475,TRUE,"negative","-5.4446207","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA,"Presence"
"607","(Intercept)","ASV_1424",-1.78128519925247,0.03825,0.96175,TRUE,"negative","-4.7423037","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"608","(Intercept)","ASV_2928",-1.78005922413441,0.02625,0.97375,TRUE,"negative","-4.2161360","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__brasilianum","Presence"
"609","(Intercept)","ASV_1579",-1.76569552502121,0.017,0.983,TRUE,"negative","-5.5649103","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae",NA,NA,"Presence"
"610","(Intercept)","ASV_2649",-1.76452025882892,0.0415,0.9585,TRUE,"negative","-4.7396024","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"611","(Intercept)","ASV_264",-1.76043441785648,0.0145,0.9855,TRUE,"negative","-4.2383319","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__GS24",NA,NA,NA,"Presence"
"612","(Intercept)","ASV_244",-1.7273265172338,0.02775,0.97225,TRUE,"negative","-5.3194871","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA,"Presence"
"613","(Intercept)","ASV_2472",-1.72632862592401,0.02025,0.97975,TRUE,"negative","-3.9474411","k__Fungi","p__Blastocladiomycota",NA,NA,NA,NA,NA,"Presence"
"614","(Intercept)","ASV_231",-1.7202273577861,0.0245,0.9755,TRUE,"negative","-5.0789965","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae",NA,NA,"Presence"
"615","(Intercept)","ASV_3395",-1.71959932900129,0.01425,0.98575,TRUE,"negative","-6.6341940","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"616","(Intercept)","ASV_805",-1.71836645211847,0.03425,0.96575,TRUE,"negative","-5.7011186","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"617","(Intercept)","ASV_1539",-1.69789046322081,0.00675,0.99325,TRUE,"negative","-4.4148227","k__Fungi","p__Chytridiomycota","c__Rhizophydiomycetes","o__Rhizophydiales","f__Terramycetaceae",NA,NA,"Presence"
"618","(Intercept)","ASV_777",-1.6821473855541,0.04725,0.95275,TRUE,"negative","-6.7193656","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,"Presence"
"619","(Intercept)","ASV_3099",-1.67622231067792,0.01925,0.98075,TRUE,"negative","-6.6341710","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"620","(Intercept)","ASV_2380",-1.66918265470267,0.01725,0.98275,TRUE,"negative","-4.2962567","k__Fungi","p__Glomeromycota",NA,NA,NA,NA,NA,"Presence"
"621","(Intercept)","ASV_187",-1.66352461795991,0.00375,0.99625,TRUE,"negative","-5.3979946","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__saturnus","Presence"
"622","(Intercept)","ASV_1267",-1.6396911734342,0.024,0.976,TRUE,"negative","-4.4897802","k__Fungi","p__Chytridiomycota","c__Chytridiomycetes","o__Spizellomycetales","f__Spizellomycetaceae","g__Spizellomyces","s__pseudodichotomus","Presence"
"623","(Intercept)","ASV_4081",-1.63875299519188,0.03225,0.96775,TRUE,"negative","-1.5345771","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae","g__Geminibasidium",NA,"Presence"
"624","(Intercept)","ASV_3332",-1.63692341046871,0.019,0.981,TRUE,"negative","-4.3671088","k__Fungi","p__Glomeromycota","c__Archaeosporomycetes","o__Archaeosporales",NA,NA,NA,"Presence"
"625","(Intercept)","ASV_102",-1.6368796235875,0.0075,0.9925,TRUE,"negative","-6.5457881","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis",NA,"Presence"
"626","(Intercept)","ASV_1413",-1.63531425221632,0.0385,0.9615,TRUE,"negative","-5.8398873","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Sordariales_fam_Incertae_sedis","g__Conlarium",NA,"Presence"
"627","(Intercept)","ASV_716",-1.61662259961109,0.0435,0.9565,TRUE,"negative","-5.7116333","k__Fungi","p__Ascomycota","c__Sordariomycetes",NA,NA,NA,NA,"Presence"
"628","(Intercept)","ASV_1059",-1.59728584016025,0.026,0.974,TRUE,"negative","-4.2138354","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Paraglomeraceae","g__Paraglomus","s__occultum","Presence"
"629","(Intercept)","ASV_448",-1.58758428985116,0.04,0.96,TRUE,"negative","-4.7399533","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae",NA,NA,"Presence"
"630","(Intercept)","ASV_4596",-1.58736928840455,0.04775,0.95225,TRUE,"negative","-6.6333509","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,"Presence"
"631","(Intercept)","ASV_522",-1.580565180344,0.04725,0.95275,TRUE,"negative","14.2357713","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales",NA,NA,NA,"Presence"
