"","tissue","model","term","ASV","mean","sign","support.all","kingdom","phylum","class","order","family","genus","species","CS1"
"1","Leaf","Abundance","K","ASV_18",-1.00281816774645,"negative",0.9835,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-17.20495311
"2","Leaf","Abundance","K","ASV_3",-0.97723843844357,"negative",0.979,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-18.4474346
"3","Leaf","Abundance","K","ASV_41",-0.941595972052539,"negative",0.97625,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae",2.09667783
"4","Leaf","Abundance","K","ASV_144",0.79661799845737,"positive",0.97925,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.45009615
"5","Leaf","Abundance","K","ASV_83",0.819873081062361,"positive",0.97825,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.48706569
"6","Leaf","Abundance","K","ASV_71",0.829128929807081,"positive",0.97125,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.56117543
"7","Leaf","Abundance","K","ASV_2",0.857947357426108,"positive",0.99225,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola",5.38297741
"8","Leaf","Abundance","K","ASV_66",0.920558551741041,"positive",0.97675,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.2008385
"9","Leaf","Abundance","K","ASV_624",0.953630932516679,"positive",0.971,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.43321904
"10","Leaf","Abundance","K","ASV_6",0.973324653368666,"positive",0.969,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica",7.95894113
"11","Leaf","Abundance","K","ASV_225",0.982746860298625,"positive",0.97925,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.52265958
"12","Leaf","Abundance","K","ASV_20",1.02280089528709,"positive",0.99375,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.47124758
"13","Leaf","Abundance","K","ASV_204",1.04102921489596,"positive",0.98275,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.45807378
"14","Leaf","Abundance","K","ASV_861",1.04945571083824,"positive",0.96525,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.15019537
"15","Leaf","Abundance","K","ASV_52",1.05684850910361,"positive",0.99275,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.93823329
"16","Leaf","Abundance","K","ASV_727",1.07571216940383,"positive",0.959,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,4.37457014
"17","Leaf","Abundance","K","ASV_217",1.08867954389801,"positive",0.974,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.18194518
"18","Leaf","Abundance","K","ASV_1364",1.09440386538573,"positive",0.9775,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.14396239
"19","Leaf","Abundance","K","ASV_278",1.12658040402078,"positive",0.9815,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.16483375
"20","Leaf","Abundance","K","ASV_246",1.26266093815237,"positive",0.996,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.17101748
"21","Leaf","Abundance","K","ASV_17",1.3444443507708,"positive",0.9995,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.39440008
"22","Leaf","Abundance","K","ASV_53",1.50439747634955,"positive",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,4.44596898
"23","Leaf","Abundance","max.height.m","ASV_312",-1.10578041024615,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis",-1.24144823
"24","Leaf","Abundance","max.height.m","ASV_55",-1.08846891978499,"negative",0.99975,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae",-0.97008483
"25","Leaf","Abundance","max.height.m","ASV_6",-0.802427227038774,"negative",0.984,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica",7.95894113
"26","Leaf","Abundance","max.height.m","ASV_53",-0.781396628905728,"negative",0.99725,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,4.44596898
"27","Leaf","Abundance","max.height.m","ASV_115",-0.759720926225361,"negative",0.981,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,-2.17771762
"28","Leaf","Abundance","max.height.m","ASV_177",-0.731484422191575,"negative",0.985,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,2.58822574
"29","Leaf","Abundance","max.height.m","ASV_3",0.681491142054027,"positive",0.99,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-18.4474346
"30","Leaf","Abundance","max.height.m","ASV_18",0.79554385461854,"positive",0.99525,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-17.20495311
"31","Leaf","Abundance","P","ASV_53",-0.72236976283434,"negative",0.9995,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Cladosporiaceae","g__Cladosporium",NA,4.44596898
"32","Leaf","Abundance","P","ASV_52",-0.71632433214337,"negative",0.996,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.93823329
"33","Leaf","Abundance","P","ASV_6",-0.564924011051174,"negative",0.97125,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica",7.95894113
"34","Leaf","Abundance","P","ASV_278",-0.562526258137172,"negative",0.964,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.16483375
"35","Leaf","Abundance","P","ASV_66",-0.557036082852709,"negative",0.98425,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.2008385
"36","Leaf","Abundance","P","ASV_17",-0.468780617152537,"negative",0.9885,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.39440008
"37","Leaf","Abundance","P","ASV_55",-0.433468608426141,"negative",0.95725,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae",-0.97008483
"38","Leaf","Abundance","P","ASV_2",-0.365455484288971,"negative",0.96275,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola",5.38297741
"39","Leaf","Abundance","P","ASV_4",0.366764303647962,"positive",0.951,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,3.73057868
"40","Leaf","Abundance","P","ASV_181",0.518753607671148,"positive",0.95975,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA,3.5576262
"41","Leaf","Abundance","P","ASV_3",0.562688946685189,"positive",0.99,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-18.4474346
"42","Leaf","Abundance","ph","ASV_1925",-0.339976608556419,"negative",0.9765,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-16.74600948
"43","Leaf","Abundance","ph","ASV_3",-0.271795979076266,"negative",0.96575,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-18.4474346
"44","Leaf","Abundance","ph","ASV_18",-0.259065147098918,"negative",0.961,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-17.20495311
"45","Leaf","Abundance","ph","ASV_39",0.286699445722206,"positive",0.96175,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Aureobasidiaceae","g__Aureobasidium","s__pullulans",3.88934887
"46","Leaf","Presence","K","ASV_419",-2.33234971818778,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,-1.38050728
"47","Leaf","Presence","K","ASV_362",-2.23303779303656,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium","s__foliicola",-1.39516464
"48","Leaf","Presence","K","ASV_7",-2.14187708825566,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,-0.56796858
"49","Leaf","Presence","K","ASV_1519",-2.10037865474767,"negative",0.99975,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Rhynchogastremataceae","g__Papiliotrema","s__fusca",-1.63076094
"50","Leaf","Presence","K","ASV_130",-2.04066377555758,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Bullera","s__penniseticola",-1.57857944
"51","Leaf","Presence","K","ASV_58",-1.9536091826982,"negative",0.99975,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.82752559
"52","Leaf","Presence","K","ASV_98",-1.95333805236801,"negative",1,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri",-2.029323
"53","Leaf","Presence","K","ASV_368",-1.88777715495969,"negative",0.991,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-16.7680463
"54","Leaf","Presence","K","ASV_18",-1.86676731838158,"negative",0.99975,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-17.20495311
"55","Leaf","Presence","K","ASV_268",-1.78795176734017,"negative",0.996,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,3.68277991
"56","Leaf","Presence","K","ASV_66",-1.7812757053599,"negative",0.9995,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.2008385
"57","Leaf","Presence","K","ASV_3",-1.77913367295076,"negative",0.9995,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-18.4474346
"58","Leaf","Presence","K","ASV_4",-1.7100686879937,"negative",0.999,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Dissoconiaceae","g__Dissoconium",NA,3.73057868
"59","Leaf","Presence","K","ASV_55",-1.59755905188815,"negative",0.999,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae",-0.97008483
"60","Leaf","Presence","K","ASV_392",-1.40179360564707,"negative",0.996,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava",-1.57946217
"61","Leaf","Presence","K","ASV_41",-1.28365184466894,"negative",0.99375,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae",2.09667783
"62","Leaf","Presence","K","ASV_181",-1.22228020053814,"negative",0.99125,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Bipolaris",NA,3.5576262
"63","Leaf","Presence","K","ASV_71",-1.15397339129888,"negative",0.99075,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.56117543
"64","Leaf","Presence","K","ASV_3041",1.51584673019038,"positive",0.99125,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Cyphellaceae",NA,NA,-2.13723741
"65","Leaf","Presence","K","ASV_763",1.89211028403648,"positive",0.99875,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Trichomerium","s__eucalypti",2.66667687
"66","Leaf","Presence","K","ASV_2244",1.90763526401291,"positive",0.9985,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,3.67632164
"67","Leaf","Presence","K","ASV_1352",1.91129056223389,"positive",0.99375,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,-2.16814988
"68","Leaf","Presence","K","ASV_804",2.04577996975058,"positive",0.9995,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.42970894
"69","Leaf","Presence","K","ASV_562",2.11565596515997,"positive",0.99975,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola",4.05959063
"70","Leaf","Presence","K","ASV_630",2.22304272269057,"positive",0.99875,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae",NA,NA,2.63768054
"71","Leaf","Presence","K","ASV_246",2.35336362479015,"positive",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.17101748
"72","Leaf","Presence","K","ASV_458",2.44912498351543,"positive",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,-1.36892761
"73","Leaf","Presence","K","ASV_877",2.45367920536117,"positive",1,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia",NA,-2.07400379
"74","Leaf","Presence","K","ASV_2516",2.48419510192931,"positive",1,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales",NA,NA,NA,-2.10412634
"75","Leaf","Presence","K","ASV_1518",2.49314915981261,"positive",1,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,2.57957637
"76","Leaf","Presence","K","ASV_1738",2.62813898377211,"positive",0.99975,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,-1.61544605
"77","Leaf","Presence","K","ASV_460",2.78685710777929,"positive",1,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,3.689937
"78","Leaf","Presence","K","ASV_927",2.94621542167895,"positive",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Pseudopithomyces","s__rosae",3.56753564
"79","Leaf","Presence","K","ASV_1055",3.00145073928228,"positive",1,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,3.68061001
"80","Leaf","Presence","K","ASV_2608",3.03148861128602,"positive",0.99975,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Kondoaceae","g__Bensingtonia",NA,-2.10608621
"81","Leaf","Presence","K","ASV_256",3.12471669152038,"positive",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.53962404
"82","Leaf","Presence","K","ASV_2638",3.60864420664018,"positive",1,"k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Gomphillaceae","g__Corticifraga","s__peltigerae",2.08557924
"83","Leaf","Presence","max.height.m","ASV_373",-1.78515960373466,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA,4.42859917
"84","Leaf","Presence","max.height.m","ASV_194",-1.65090551816297,"negative",1,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium",NA,4.13276439
"85","Leaf","Presence","max.height.m","ASV_115",-1.57669652293155,"negative",1,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,-2.17771762
"86","Leaf","Presence","max.height.m","ASV_7208",-1.54407726539251,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis",-1.25398038
"87","Leaf","Presence","max.height.m","ASV_646",-1.32902809045273,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Didymocyrtis","s__cladoniicola",4.05597261
"88","Leaf","Presence","max.height.m","ASV_833",-1.11205234266998,"negative",0.99775,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Golubeviales","f__Golubeviaceae","g__Golubevia","s__pallescens",-2.13524015
"89","Leaf","Presence","max.height.m","ASV_4007",-1.09851993868251,"negative",0.993,"k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Choanephoraceae","g__Blakeslea","s__trispora",-0.07859416
"90","Leaf","Presence","max.height.m","ASV_55",-0.914578379453631,"negative",0.995,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__pagnoccae",-0.97008483
"91","Leaf","Presence","max.height.m","ASV_182",-0.879324923949582,"negative",0.991,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA,-1.17452859
"92","Leaf","Presence","max.height.m","ASV_2",1.0563223094461,"positive",0.99625,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Microdochiaceae","g__Microdochium","s__seminicola",5.38297741
"93","Leaf","Presence","max.height.m","ASV_208",1.14150403993575,"positive",0.9965,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Strelitziana",NA,2.67843341
"94","Leaf","Presence","P","ASV_217",-1.46921138322577,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.18194518
"95","Leaf","Presence","P","ASV_135",-1.43083886342194,"negative",1,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales",NA,NA,NA,3.71487476
"96","Leaf","Presence","P","ASV_1738",-1.30509045360688,"negative",0.99675,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales",NA,NA,NA,-1.61544605
"97","Leaf","Presence","P","ASV_256",-1.25238482550077,"negative",0.99925,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.53962404
"98","Leaf","Presence","P","ASV_182",-1.23841891904051,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella",NA,-1.17452859
"99","Leaf","Presence","P","ASV_246",-1.12026794236568,"negative",0.999,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae",NA,NA,5.17101748
"100","Leaf","Presence","P","ASV_4425",-1.10731108741085,"negative",0.99175,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,1.960931
"101","Leaf","Presence","P","ASV_52",-1.09890249078376,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.93823329
"102","Leaf","Presence","P","ASV_5642",-0.984480773894813,"negative",0.9905,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis",-1.25376567
"103","Leaf","Presence","P","ASV_6",-0.976469351773168,"negative",0.99975,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Teratosphaeriaceae","g__Hyweljonesia","s__queenslandica",7.95894113
"104","Leaf","Presence","P","ASV_1345",-0.972303433444186,"negative",0.99225,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawianum",-2.07721298
"105","Leaf","Presence","P","ASV_717",-0.969114031493904,"negative",0.996,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,-2.06611665
"106","Leaf","Presence","P","ASV_393",-0.919159713473298,"negative",0.991,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeosphaeria",NA,4.8195432
"107","Leaf","Presence","P","ASV_806",-0.913972051987425,"negative",0.99775,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri",-2.03902553
"108","Leaf","Presence","P","ASV_458",-0.910889106100852,"negative",0.9955,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,-1.36892761
"109","Leaf","Presence","P","ASV_572",-0.794034871124616,"negative",0.99625,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA,-1.58736448
"110","Leaf","Presence","P","ASV_225",0.686768241559682,"positive",0.99225,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA,4.52265958
"111","Leaf","Presence","P","ASV_7",0.701384610920045,"positive",0.993,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae",NA,NA,-0.56796858
"112","Leaf","Presence","P","ASV_392",0.726474659166429,"positive",0.9945,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma","s__flava",-1.57946217
"113","Leaf","Presence","P","ASV_339",0.799113710458342,"positive",0.9905,"k__Fungi","p__Basidiomycota","c__Agaricostilbomycetes","o__Agaricostilbales","f__Ruineniaceae","g__Ruinenia","s__diospyri",-2.04215526
"114","Leaf","Presence","P","ASV_32",0.83650987134367,"positive",0.99525,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-16.86895652
"115","Leaf","Presence","P","ASV_419",0.933952742887575,"positive",0.9995,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Bulleribasidium",NA,-1.38050728
"116","Leaf","Presence","P","ASV_312",0.962052549444155,"positive",0.9995,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Hannaella","s__sinensis",-1.24144823
"117","Leaf","Presence","P","ASV_91",0.992902699260276,"positive",0.992,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,3.99245421
"118","Leaf","Presence","P","ASV_368",1.12683475476833,"positive",0.99875,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia","s__emaculata",-16.7680463
"119","Leaf","Presence","P","ASV_2180",1.24071699715295,"positive",0.99975,"k__Fungi","p__Basidiomycota","c__Pucciniomycetes","o__Pucciniales","f__Pucciniaceae","g__Puccinia",NA,-11.89470463
"120","Leaf","Presence","P","ASV_1219",1.32974212330453,"positive",0.99975,"k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma","s__novozealandica",-1.96937281
"121","Leaf","Presence","P","ASV_138",1.35084114493851,"positive",1,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA,-2.08344031
"122","Leaf","Presence","ph","ASV_828",-1.33796228544419,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaetopsis","s__leptospora",3.55206675
"123","Leaf","Presence","ph","ASV_511",-1.24924193157364,"negative",1,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,1.9503013
"124","Leaf","Presence","ph","ASV_2855",-1.2168417394931,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Cuniculitremaceae","g__Kockovaella",NA,-1.44676097
"125","Leaf","Presence","ph","ASV_973",-1.16446570099159,"negative",1,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Derxomyces","s__pseudoschimicola",-1.42360193
"126","Leaf","Presence","ph","ASV_2552",-1.1179401709476,"negative",1,"k__Fungi","p__Basidiomycota","c__Atractiellomycetes","o__Atractiellales","f__Phleogenaceae","g__Atractidochium","s__hillariae",-2.16792002
"127","Leaf","Presence","ph","ASV_857",-1.07736063055717,"negative",1,"k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA,-2.17868582
"128","Leaf","Presence","ph","ASV_2487",-0.924681072173023,"negative",0.99925,"k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA,1.95954929
"129","Leaf","Presence","ph","ASV_81",-0.916448375593087,"negative",1,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,3.93607277
"130","Leaf","Presence","ph","ASV_450",-0.900586757239317,"negative",1,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Trichosphaeriales","f__Trichosphaeriaceae","g__Nigrospora",NA,2.56927016
"131","Leaf","Presence","ph","ASV_916",-0.879453954420766,"negative",1,"k__Fungi","p__Basidiomycota","c__Exobasidiomycetes","o__Exobasidiales","f__Exobasidiaceae","g__Exobasidium",NA,-2.14236376
"132","Leaf","Presence","ph","ASV_2706",-0.877758917938362,"negative",0.99925,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Microsporomycetaceae",NA,NA,-2.13915657
"133","Leaf","Presence","ph","ASV_349",-0.847616411872615,"negative",0.999,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales",NA,NA,NA,3.94008776
"134","Leaf","Presence","ph","ASV_91",-0.833941538333743,"negative",0.99875,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Mycosphaerellaceae",NA,NA,3.99245421
